review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,1,order,order,5
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,2,partner,partner,7
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,3,stores,store,5
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,4,tire,tire,4
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,30,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,0,chopper,chopper,7
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,30,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,1,kids,kid,3
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,30,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,2,order,order,5
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,30,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,3,orders,order,5
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,30,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,4,price,price,5
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,30,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,5,week,week,4
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",0,escaped drivethru today minutes mostly needed get,88,Positive,"['get', 'minutes']",get|minutes,0,get,get,3
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",0,escaped drivethru today minutes mostly needed get,88,Positive,"['get', 'minutes']",get|minutes,1,minutes,minute,6
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",1,car front paid order behind,49,Negative,"['car', 'front', 'order']",car|front|order,0,car,car,3
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",1,car front paid order behind,49,Negative,"['car', 'front', 'order']",car|front|order,1,front,front,5
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",1,car front paid order behind,49,Negative,"['car', 'front', 'order']",car|front|order,2,order,order,5
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",2,really nice surprise showed together guys payitforward coronavirus,93,Positive,"['coronavirus', 'guys', 'surprise']",coronavirus|guys|surprise,0,coronavirus,coronavirus,11
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",2,really nice surprise showed together guys payitforward coronavirus,93,Positive,"['coronavirus', 'guys', 'surprise']",coronavirus|guys|surprise,1,guys,guy,3
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,31,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",2,really nice surprise showed together guys payitforward coronavirus,93,Positive,"['coronavirus', 'guys', 'surprise']",coronavirus|guys|surprise,2,surprise,surprise,8
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,0,communities,community,9
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,1,healthcare,healthcare,10
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,2,responders,responder,9
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,3,workers,worker,6
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,0,coffee,coffee,6
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,1,employees,employee,8
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,2,frontline,frontline,9
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,3,generosity,generosity,10
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,4,partners,partner,7
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,32,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,5,stores,store,5
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",0,carer elderly know times tough around country right,101,Negative,"['carer', 'country', 'times']",carer|country|times,0,carer,carer,5
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",0,carer elderly know times tough around country right,101,Negative,"['carer', 'country', 'times']",carer|country|times,1,country,country,7
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",0,carer elderly know times tough around country right,101,Negative,"['carer', 'country', 'times']",carer|country|times,2,times,time,4
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,0,barista,barista,7
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,1,break,break,5
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,2,brighten,brighten,8
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,3,day,day,3
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,4,food,food,4
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,5,situation,situation,9
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,33,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,6,starbucks,starbucks,9
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",0,stopped coffee another long er shift,66,Negative,"['coffee', 'er', 'shift']",coffee|er|shift,0,coffee,coffee,6
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",0,stopped coffee another long er shift,66,Negative,"['coffee', 'er', 'shift']",coffee|er|shift,2,shift,shift,5
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,0,bag,bag,3
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,1,barista,barista,7
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,2,cakesyummy,cakesyummy,10
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,3,drink,drink,5
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,4,make,make,4
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,5,nurse,nurse,5
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,34,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,6,snacks,snack,5
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,35,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",0,thank one many partners serving keeping communities safe,90,Positive,"['communities', 'partners']",communities|partners,0,communities,community,9
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,35,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",0,thank one many partners serving keeping communities safe,90,Positive,"['communities', 'partners']",communities|partners,1,partners,partner,7
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,35,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",1,bring mission life could proud,55,Positive,"['life', 'mission']",life|mission,0,life,life,4
"Thank you Kyle , one of our many partners serving those who are keeping communities safe .  You bring Mission and to life I could not be more proud",2020-03-25 18:55:47,Twitter,35,"['Thank you Kyle , one of our many partners serving those who are keeping communities safe .', 'You bring Mission and to life I could not be more proud']",1,bring mission life could proud,55,Positive,"['life', 'mission']",life|mission,1,mission,mission,7
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,36,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",0,starting today temporarily closed instore cafes select grocery locations remain open,129,Negative,"['cafes', 'grocery', 'locations']",cafes|grocery|locations,0,cafes,cafe,4
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,36,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",0,starting today temporarily closed instore cafes select grocery locations remain open,129,Negative,"['cafes', 'grocery', 'locations']",cafes|grocery|locations,1,grocery,grocery,7
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,36,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",0,starting today temporarily closed instore cafes select grocery locations remain open,129,Negative,"['cafes', 'grocery', 'locations']",cafes|grocery|locations,2,locations,location,8
"Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .  Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit",2020-03-22 02:53:21,Twitter,36,"['Starting today , we have temporarily closed our US and Canada instore cafes but select grocery Drive Thru locations remain open .', 'Starbucks Delivers on Uber Eats is also available in markets For the latest updates please visit']",1,starbucks delivers also available markets latest updates please visit,96,Positive,"['markets', 'starbucks', 'updates']",markets|starbucks|updates,0,markets,market,6
