review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,7,times,time,4
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,8,uncertainty,uncertainty,11
"Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .  This allows us",2020-04-02 03:53:19,Twitter,26,"['Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .', 'This allows us']",0,today announced donation bolster response efforts globally support vulnerable communities locally,156,Negative,"['bolster', 'communities', 'donation', 'efforts', 'response']",bolster|communities|donation|efforts|response,0,bolster,bolster,7
"Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .  This allows us",2020-04-02 03:53:19,Twitter,26,"['Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .', 'This allows us']",0,today announced donation bolster response efforts globally support vulnerable communities locally,156,Negative,"['bolster', 'communities', 'donation', 'efforts', 'response']",bolster|communities|donation|efforts|response,1,communities,community,9
"Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .  This allows us",2020-04-02 03:53:19,Twitter,26,"['Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .', 'This allows us']",0,today announced donation bolster response efforts globally support vulnerable communities locally,156,Negative,"['bolster', 'communities', 'donation', 'efforts', 'response']",bolster|communities|donation|efforts|response,2,donation,donation,8
"Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .  This allows us",2020-04-02 03:53:19,Twitter,26,"['Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .', 'This allows us']",0,today announced donation bolster response efforts globally support vulnerable communities locally,156,Negative,"['bolster', 'communities', 'donation', 'efforts', 'response']",bolster|communities|donation|efforts|response,3,efforts,effort,6
"Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .  This allows us",2020-04-02 03:53:19,Twitter,26,"['Today , The Starbucks Foundation announced its donation of over 3M to bolster COVID19 response efforts globally and support vulnerable communities locally .', 'This allows us']",0,today announced donation bolster response efforts globally support vulnerable communities locally,156,Negative,"['bolster', 'communities', 'donation', 'efforts', 'response']",bolster|communities|donation|efforts|response,4,response,response,8
I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .  Thank you for doing so Be safe and keep,2020-04-01 02:47:32,Twitter,27,"['I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .', 'Thank you for doing so Be safe and keep']",0,dont know wonderful souls brought coffee ed morning,124,Verypositive,"['coffee', 'ed', 'morning', 'souls']",coffee|ed|morning|souls,0,coffee,coffee,6
I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .  Thank you for doing so Be safe and keep,2020-04-01 02:47:32,Twitter,27,"['I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .', 'Thank you for doing so Be safe and keep']",0,dont know wonderful souls brought coffee ed morning,124,Verypositive,"['coffee', 'ed', 'morning', 'souls']",coffee|ed|morning|souls,2,morning,morning,7
I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .  Thank you for doing so Be safe and keep,2020-04-01 02:47:32,Twitter,27,"['I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .', 'Thank you for doing so Be safe and keep']",0,dont know wonderful souls brought coffee ed morning,124,Verypositive,"['coffee', 'ed', 'morning', 'souls']",coffee|ed|morning|souls,3,souls,soul,4
I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .  Thank you for doing so Be safe and keep,2020-04-01 02:47:32,Twitter,27,"['I dont know who are these wonderful souls that brought Starbucks coffee to the ED at Swedish Hospital Chicago this morning .', 'Thank you for doing so Be safe and keep']",1,thank safe keep,39,Positive,['keep'],keep,0,keep,keep,4
One day at a time . ,2020-03-30 21:30:06,Twitter,28,['One day at a time .'],0,one day time,19,Neutral,['day'],day,0,day,day,3
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,0,connections,connection,10
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,1,day,day,3
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,2,employees,employee,8
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,29,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,3,partners,partner,7
